user_id,feature_name,mean,std
U001,login_hour_avg,9.106172839506174,0.9383922893095639
U001,login_hour_dev,0.7518904320987654,0.5451307682629594
U001,num_sessions,1.0,0.001
U001,unknown_device_flag,0.0,0.001
U001,unknown_location_flag,0.0,0.001
U001,files_accessed,17.25925925925926,3.6752037368182062
U001,sensitive_files_accessed,4.444444444444445,2.006400016357911
U001,data_volume_mb,73.4274074074074,20.16027388256278
U001,avg_session_duration,84.85185185185185,26.449812713752674
U001,failed_logins,0.037037037037037035,0.19245008972987526
U002,login_hour_avg,9.007051282051282,1.223148697028589
U002,login_hour_dev,1.0072994210090986,0.6645370803162169
U002,num_sessions,1.0,0.001
U002,unknown_device_flag,0.0,0.001
U002,unknown_location_flag,0.0,0.001
U002,files_accessed,15.0,3.9899874686520005
U002,sensitive_files_accessed,1.3076923076923077,1.0495420246652638
U002,data_volume_mb,52.12884615384616,13.917941895818672
U002,avg_session_duration,82.84615384615384,27.92947161360889
U002,failed_logins,0.038461538461538464,0.19611613513818402
U003,login_hour_avg,8.723076923076922,1.1492613755807288
U003,login_hour_dev,0.9239867659222496,0.658433045253689
U003,num_sessions,1.0,0.001
U003,unknown_device_flag,0.0,0.001
U003,unknown_location_flag,0.0,0.001
U003,files_accessed,14.576923076923077,3.3606318087297447
U003,sensitive_files_accessed,1.5769230769230769,1.2384854273854637
U003,data_volume_mb,51.10076923076924,12.616771036387059
U003,avg_session_duration,99.11538461538461,22.67038054039133
U003,failed_logins,0.0,0.001
U004,login_hour_avg,8.660119047619048,1.0029005186574285
U004,login_hour_dev,0.7454725829725827,0.6562005874771493
U004,num_sessions,1.0,0.001
U004,unknown_device_flag,0.0,0.001
U004,unknown_location_flag,0.0,0.001
U004,files_accessed,17.892857142857142,4.314826168888484
U004,sensitive_files_accessed,4.5,1.6666666666666667
U004,data_volume_mb,71.43428571428572,22.855330106688776
U004,avg_session_duration,86.53571428571429,19.272859717569727
U004,failed_logins,0.07142857142857142,0.262265264156481
U005,login_hour_avg,9.022435897435898,1.0397215685802332
U005,login_hour_dev,0.8121794871794872,0.6286611154387507
U005,num_sessions,1.0,0.001
U005,unknown_device_flag,0.0,0.001
U005,unknown_location_flag,0.0,0.001
U005,files_accessed,10.038461538461538,3.778685160007584
U005,sensitive_files_accessed,1.8846153846153846,1.6328361357325007
U005,data_volume_mb,40.09269230769231,12.681133563744941
U005,avg_session_duration,92.6923076923077,26.55977293693488
U005,failed_logins,0.038461538461538464,0.19611613513818402
U006,login_hour_avg,7.745833333333332,0.7786057101330889
U006,login_hour_dev,0.6355158730158729,0.45857510591829936
U006,num_sessions,1.0,0.001
U006,unknown_device_flag,0.0,0.001
U006,unknown_location_flag,0.0,0.001
U006,files_accessed,25.142857142857142,5.602342669477063
U006,sensitive_files_accessed,7.392857142857143,2.643500565177779
U006,data_volume_mb,102.44107142857142,36.81459124367882
U006,avg_session_duration,92.21428571428571,24.422753724158532
U006,failed_logins,0.0,0.001
U007,login_hour_avg,8.133333333333335,1.068449513145061
U007,login_hour_dev,0.9214285714285714,0.5132452632433034
U007,num_sessions,1.0,0.001
U007,unknown_device_flag,0.0,0.001
U007,unknown_location_flag,0.0,0.001
U007,files_accessed,23.928571428571427,4.0178174601214955
U007,sensitive_files_accessed,7.392857142857143,2.346617513915243
U007,data_volume_mb,102.43249999999999,25.26907634727563
U007,avg_session_duration,90.39285714285714,28.0480266496914
